titulo,texto
Calendário JPB retorna ao bairro Pedro Gondim-2889947.wav,capit data cobrança autoridad motivo especi especi festa aniversário outubro coisa comunidad vida abraço vida feliz aniversário ótimo segura present certo figurino certo senhor artista senhor present porta-retrato porta-retrato foto bonita família foto prazer present ansiosa quantidad coração coração present amizad aniversário marido comunidad semana isso noit criança discussão noit adulto criança satisfação felicidad ano vida diferent presença família completa comunidad lendário família família obrigação obrigação felicidad alguém
"Calendário JPB retorna ao Pedro Gondin, em João Pessoa-2829884.wav",reforma praça setembro data aniversário data pronta praça trabalho ninguém torneira bolsa caminhão água praça polimento quadra cesta basquet cesta lixo praça cesta lixo iten praça academia lixo isso vídeo praça limpa asterisco trajeto física praça concreto pressa pronta sujeira quadra polimento física responsabilidad construtora lavagem limpeza praça verdad responsabilidad obrigação obra limpa polimento quadra necessidad lavagem lavagem acabamento gangorra risco criança dedo filhinho filho filho perfeito certo dedinho criança polimento população tranquilo comprometo volta polimento responsabilidad seinfra obra secretário lâmpada vídeo ginástica finalização responsabilidad sedurb secretário-adjunto secretaria desenvolvimento urbano
Calendário JPB vai ao conjunto Funcionários I-2667763.wav,funcionário lâmpada limpeza ele equip situação funcionário imagem infraestrutura casa infraestrutura iluminação tranquilo noit post queimada junho descida casa percurso situação lixo mato frent entulho resto madeira resto sofá colchão velho paraíso escorpião barata cobra rato casa casa espéci mosquito muriçoca barato idosa vizinho trilha horrível calçamento preço trecho alto escadaria calçamento dignidad mato lixo iluminação última esperança providência prazo empresa energia elétrica útei prazo útei prazo trabalho limpeza útei julho terça-feira
"Calendário JPB cobra e encontra limpeza na rua Manaus, no bairro Três Irmãs, em CG-4575785.wav",serviço urbano promessa limpeza situação mostramo semana lixo mato imagen última diferença mato limpeza lixo serviço terraplanagem colocação pixarro serviço urbano ação rua vizinha rua locai pessoa lixo trabalho lixo chuva verdad intuito precaução chuva água curso normal esgoto aberto solução definitiva construção calçamento acordo obra liberação verba governo feder dezembro prazo resposta
"Calendário JPB volta ao bairro do José Pinheiro, na Zona Leste de Campina Grande-5128552.wav",zona lest agra sinalização rápido acident carro sttp alguém seguint vermelhinho azulzinho legal legal legal certo equip sttp mundo desafio superintendent sttp mototaxista denúncia faixa pedestr sinalização difícil pedestr frent faixa test caminhão prioridad faixa pedestr pedestr cautela sinalizada tomada agência estudo técnico quebra-mola sinalização equip rua emprego tachõ população termo técnico test chanc passagem caminhão faixa pedestr faixa motorista caridad reportagem luta situação sinalização horizont pista pouquinho
Calendário JPB vai completar 3 anos acompanhando as obras da Vila Olímpica-3962266.wav,pessoa satisfação audiência caso acompanhamento obra antiguidad obra pared sala dança todo sala comunidad data entrega janeiro governo antigo aniversário cidad agosto data entrega recent novembro dezembro important olímpica turma dança antiguidad obra reforma reforma senhor diretor obra obra jornada idad esportiva hora aula dança terapia continuo atividad aguardo senhora casa seguint resposta secretário senhor canal marinho peleja reforma posicionamento senhor data inauguração
Calendário JPB vai ao Valentina Figueiredo-3965044.wav,hora mato terreno público bicho lixo bandido causa iluminação pública cabeça limpeza terreno própria protocolo limpeza casa semana empresa municip limpeza urbana mato baixa máquina mato lixo lixo resto construção dúvida certo animai peçonhento cobra barata inseto residência doença decorrent lixo escuridão noit segurança movimento noit casa solicitaçõ resposta resposta mercê ajuda segurança casa noit risco saudad mapa praça praça luminação praça limpeza mapa correspondência moradora correspondência placa última placa disponívei plaquinha nome nome moça própria urgência marceneiro pessoa placa embolso
"Calendário JPB mostra problemas no bairro de Bodocongó, em Campina Grande-4069228.wav",perigo situação equip mato lixo canal passagem font pedra impossível realidad canal trecho pont conta política tamanho mundo promessa secretário obra município mão agosto ajudado secretário obra solução iluminação acredito sozinho mato construção pont provisória mundo satisfeito público condição água barreira ninguém pessoa jeito ideal senhor pont realidad canal canal pessoa canal secretário obra município prazo dinheiro obra disponível questõ burocrática entrada dezembro recebendo notícia caixa anális burocrática próximo serviço função caixa coisa papel
O Calendário JPB dessa sexta-feira volta ao bairro Jardim Planalto em João Pessoa-4860147.wav,rede esgoto água suja porta doença longo solução afin conta vizinho hora livr motivo fort força mundo ansioso lama lindinha verdad filha encontro burocrática início história tempo rede esgoto rede esgoto estação elevatória rede esgoto ligação rede esgoto esgoto esgoto noit porta casa criança sofr evento preocupant pessoa data certo coisa acordo programa important dizendo dia prazo iniciarmo obra burocrática licitação definição início condiçõ anteciparmo feliz iniciativa amiga gerent obra história burocrática carimbo
Calendário JPB tem carimbo de resolvido em tempo recorde no bairro da Palmeira-6352284.wav,pertinho semana alta velocidad acident idosa dificuldad moto difícil tragédia animai pessoa acident entrada acident ofício competent iniciativa cantada autoridad jeito pessoa acident vida pessoa acident cadeira roda cama quanto animai estrada acident caso preocupant tomei providência acident cachorro falei menino telefon contato resposta
"Calendário JPB acompanha obras do canal de Santa Rosa, em Campina Grande-3992407.wav",construção canal cidad inteira entenda reportagem obra canal dinamérica orçamento serviço reai prazo obra município pior máquina materiai construção secretário paralisação integração obra prefeito reiterada visita longo percurso recurso federai participação obra obra ritmo fort mudança matag entorno mata mata bandido desconfiado agradecimento pronto pessoa pessoa expectativa frent siga canal pronto esperança obra canal prazo pronto visita reuniõ técnica solução continuidad recurso contrapartida ministro integração repass obra prazo comigo resposta secretário prazo obra pronta pronta esperança esperança carimbo visita fevereiro
Moradores aguardam equipamentos de ginástica para praça em João Pessoa-4441360.wav,volta obra reforma pracinha ginástica reforma equipamento chegada equipamento ginástica amiga ginástica promessa representant secretaria esport filho senhora claro solução novidad mato arbusto brasileiro dificuldad prefeitura verba federai parceria empresa privada serviço início doaçõ academia bairro prioridad praça população hora hora voto confiança história cheio vinho companhia história reforma praça felicidad praça população praça bonita praça agradável feliz detalh pouquinho história criança brinca exercício idad precisa fico segura firm leitura parceria concret saia papel equipamento ginástica ginástica sozinha
"Calendário JPB volta ao bairro das Cidades, em Campina Grande-2698586.wav",mãe cidad crech causa demora reforma prazo construção semana reforma crech cidad obra abril crech junho aluno cansada apelo época gerent instalação bomba caixa pintura móvei secretaria procura paciência paciência crech aula situação sala materi cadeirinha parquinho grade cama colchõ criança canto cadeira trabalho reparo situação comunidad promessa promessa decoração crech certa crech mãe josenilda prazo jeito situação jeito precária retorno diretora crech obra secretaria contato conosco água problema retorno aula reforma bobina data provável retorno aula agosto
Calendário em Patos-2984837.wav,obra saneamento vida difícil poeira começo empresa continuidad obra olho convit rua obra situação convit diretor region capacitor obra gerência region poder andamento obra obra obra problema financeiro natureza obra situação população gerência diretoria diretor-president frent solução firma seguint reposição pavimentação seguida ligaçõ domiciliar prazo conclusão prazo programação fevereiro caso insatisfeito pessoa conosco professora obra solução edição volta fevereiro casa estaremo
O Calendário JPB dessa quarta-feira volta ao bairro Esplanada em João Pessoa-5001175.wav,visita expectativa buraco situação carinho mundo carro facilidad velocidad normal comunidad ruim total visita etapa recapeamento trecho pedaço última visita buraco enorm frent buraco buraco máquina serviço última reportagem tapa buraco recapeamento ponta falei obra recapeamento fiscalização olha serviço buraco gosto carimbo secretário trecho projeto recado rua contrário buraco semana buraco fato serviço decent carimbo andamento coloco carimbo andamento certo andamento sábado sexta-feira prazo situação principai avenida
Calendário JPB vai até o José Américo-4078829.wav,situação janeiro secretaria obra centro mini quinzena comunidad saída mato entulho ferrugem abandono descaso dinheiro público compromisso obra mercado semana santa situação jornal obra resposta resposta resposta diferent história porta obra toma conta filho coração renda benefício comunidad mercadoria barato atravessador obra agricultor cidad produto barato senhora mercado casa verdad depósito mosquito dengu pneu pneu trator larva mosquito dengu chuva risco saúd comunidad suma importância situação difícil obra drenagem pavimentação obra mercado mercado princip informação esgoto estação tratamento licitação
Calendário JPB dessa quarta-feira volta ao Distrito Mecânico em João Pessoa-4954156.wav,promessa distrito muita promessa obra última chuva fort oficina sossego volta situação visita secretaria infraestrutura município present drenagem dia chuva chuva seinfra jeito sala manilha bala manilha abertura galeria água chuva água manilha curso seinfra trabalho promessa responsabilidad direito constitucion respeito atitud sabilidad pública gestor abraço senhor gabinet localidad história outubro poder constituído senhora canto água chuva carro mala frent semana carro portão sucata portão portão caminhõ peça materi
Calendário JPB vai a Campina Grande-2372723.wav,setembro ess exibimo situação aberto data casamento data prazo obra calçamento esgoto sobra televisão endereço início setembro época causa esgoto calçamento história calçamento difícil carro moto época chuva lagoa imagen última difícil hora água cabeça chorando época dedinho começo julho prazo volta situação esgoto aberto casa cheiro novinha novinha catinga esgoto repent sort televisão cheiro difícil casa reportagem cheiro fort esgoto aberto rua situação esgoto água fossa cozinha senhora cozinha sala cheiro obra
Calendário JPB vai ao bairro Jardim Verdejante-2539878.wav,cheia buraco pedra série dano comunidad cuidado acident desgast estrutura sítio distrito pedido comum pavimentação julho semana construtora canteiro obra estrada virgem alocação completa estrada desapropriação mudança data trecho ação início venda prazo construtora obra prazo construtora obra reai prazo ritmo estrada
Calendário JPB volta ao Jardim Veneza e confere se a lama foi contida-3874917.wav,julho situação problema sucata veículo água suja ninguém mato inseto rato casa dona secretaria prefeitura espéci força-tarefa cano ninguém água podr visita comunidad casa motivo volta tacinha lama misteriosa carinha champanh carn brind brind guerreira vitória limpa lama bota sandalinha sequinho lama escorregadia frent casa sossego respirável feliz vida filho criança cheiro porta pena luta pergunta última seinfra origem solução última aceita propriedad particular dono propriedad verdad limpa agradeço
Calendário JPB vai ao bairro da Torre-3256044.wav,quem sério água situação ajuda casa moradora cozinha torneira enfeit tiro torneira outro gotinha água água direto difícil casa banho higienização água casa sábado bald reservatório água banho louça higienização difícil situação alguém solicitação equip frent casa atendimento dentista conta água enfermeira curativo pacient pergunta conta água dia serviço água hora nome sujo água verdad situação frent casa mundo comida diferent água água botijão água miner carro água situação madrugada casa quiff atendimento conta água manutenção repent preciso manutençõ domingo domingo
O Calendário JPB dessa segunda-feira volta a Escola Estadual no bairro de Jaguaribe-4866066.wav,história obra pronta pedido simpl laboratório biologia laboratório sala laboratório sala pronta laboratório situação laboratório química estrutura concreto pontinha quantidad equipamento sala obra pronta maneira obra pronta mostrass estrutura estrutura escola reforma luta estrutura escola quantidad aluno novato mundo estrutura ensino qualidad experiência laboratório melhor futuro diretor-adjunto direto pronto aguardo governo técnico aguardo escola novato cobrança demanda aluno escola comentário ofereceria laboratório prazo carimbo
Calendário JPB volta ao Jardim Veneza-3227141.wav,água chuva comunidad centro administrativo telefon comunidad água suja misteriosa ninguém secretário meio ambient município medida secretário missão resposta comunidad resposta surpresa planejamento mex surpresa antemão engenharia solução senhor abril trabalho filho secretário seinfra abril solução data secretário comunidad notícia prazo telefon água suja rosto senhora cansaço senhora resposta prazo difícil difícil água normal super content feliz feliz todinho
Calendário JPB está de volta em Campina Grande-2365282.wav,notícia boa volta quadro recesso período eleitor esperamo transição prefeitura cobrança problema data resolução notícia seguint reportagem temporada quadro comunidad satisfeita laje canal conjunto professor cheiro risco acident esconderijo bandido cobrança coisa volta comunidad casa assunto positivo caso conjunto professor comunidad professor calçadão força buraco maneira canal brecha linha rota fuga esconderijo produto canal cheiro inseto muita muriçoca filha muriçoca janela sorriso canal único árvore alegria privilegiada termo cobertura
Calendário JPB cobra construção de canal no bairro das Malvinas-3848240.wav,recesso folga construção canal obra construção canal etapa projeto trecho pont verba maio pedido solução obra situação dificuldad empresa situação faria luminação pública pronto canal pont único passagem passarela obra pedra prazo total prédio pedreiro limpeza mato iluminação casa água iluminação pública esquisito perigoso criança coisa ruim casa irregular terreno secretário obra última reportagem apelo pessoa menino escola passarela verdad promessa secretário obra demora prazo intervalo conseguimo inici canal empresa obra prest finai trimestr obra feliz canal canal urbanização projeto completo
Calendário JPB vai até o bairro de Mandacaru-3941898.wav,situação alegria motivo cabeça obra saneamento calçada féria equip lançamento beleza obra saneamento situação pior trecho calçamento diferença trecho calçamento ele volta pedra calçada difícil obra conta saneamento saúd mundo serviço feliz tristeza imensa perfeito tubulação esgoto saneamento ele reposição calçamento vida veículo pedestr paralelepípedo difícil situação construtora satisfação casamento obra pessoa buraco cavalo pessoa processo lento justificativa homem prazo verdad montanha areia obra obra situação areia casamento jeito satisfação interessant pedra lixo mato mato abrigo escorpião tampa esgoto paraíso mosquito larva mosquito risco saúd tamanho guardiã claro papel história situação decent volta comunidad sexta-feira
Calendário JPB mostra que o problema do 'Buracão de Bayeux' está longe de ser resolvido-3869993.wav,problema última começo terrível surpresa obra pronta chuva situação buraco consumia mundo chuva fort chuvinha jeito chuva equip produção equip situação carro carro carro pequeno serviço opinião opinião serviço mundo muro arrima mundo vizinho dinheiro mestr obra senhora dona casa obra cabeça comparei copo quilo ligeiro rápido força água água água tribulação água tubulação drenagem água
Calendário JPB volta à Escola Estadual Monsenhor Pedro Anísio-3333230.wav,escola estadu reforma ginásio espera visita escola estadu abril obra nazista época governo planta construtora responsável trabalho contrato escola seguint promessa autoridad licitação obra maio cara caso montanha entulho carteira velha senhor decepção cobrança contrapartida precisamo termo educação ginásio depósito materi velho escola bicho cheiro ginásio cara decepção jeito obra esperança difícil diretora difícil salão educação física água água pessoa procuramo governo escola última resposta obra liberação estado carimbo desagradável escola estadu carimbo situação obra ginásio data medo junho sexta-feira junho
Retrospectiva Calendário JPB - Escola Linduarte Noronha-3042348.wav,escola cineasta linduart professor escola situação história retrospectiva escola diretor última tira mudança última visita acredito mudança escola professor biblioteca você livro literatura conseguimo cheiroso escola última lanch farda materi professor história física professor professor aula aluno escola melhor mudança mudança letivo criatividad aula aula biologia
Calendário JPB vai até o conjunto do Ipep em Campina Grande-4256523.wav,iluminação casa difícil post certinho lâmpada escuro ess conjunto ipep velam situação bora pessoa escuridão conjunto ipep velam lâmpada boa denominação contribuição pública iluminação direito ônibu post iluminação noit ônibu medo casa criança noit escuridão enorm perigoso perigoso ônibu farol ônibu trecho princip acesso conjunto ideia olha post frent post lâmpada post manhã luminação normal noit imagen trecho noit medo frio espinha noit idoso cidad suficient única conjunto ipep mato demora coletivo insegurança escuro noit medo busca resposta gerência iluminação pública órgão obra gerent setor conjunto ipep situaçõ quadro sequência evidência necessário troca lâmpada imediato caso troca hora
"Calendário JPB volta ao bairro do Novo Cruzeiro, zona sul de Campina Grande-5080148.wav",caso equip reportagem nona conjunto habitacion problema rede esgoto equip solução casa conjunto antigo verdad março recapitulada verdad conjunto casa fritura esgoto provisório tubulação pequena época inverno história casa casa pessoa máquina engenharia sério esgoto esgoto engenho equip situação pior dona casa casa família criança doent pessoa idad doent conta imundic feze invadem residência casa casa fundo quintal esgoto fossa lago senhora jogo cheiro cheiro esgoto senhora passagem janela janela cozinha banheiro cuidado mundo água sanitária
Calendário JPB ajudou a resolver problemas no Castelo Branco e no Alto do Mateus-3862798.wav,superintendência mobilidad urbana emlur retrospectiva lixo pracinha terreno castanhola situação abandono chamado autoridad retirada lixo árvore ajuda reforma banquinho velho sinal lixo jeito próprio varrendo data volta castanhola hora bicho notícia sábado hora noit lixo jardim senhora jogo dominó cara prata jeito ajuda carimbo comunidad mundo vitória mundo mundo feliz alto frio ocupação chegada ônibu abrigo parada abrigo parada ônibu chuva sereno negócio ruim briga criança colo assimob atual gestão orçamento participativo fizemo escolar cena bonita situação
Calendário JPB cobra redutores de velocidade na PB-115 no Distrito de São José da Mata-4949059.wav,equip colocação lombada trecho pb-115 comunidad alta velocidad reportagem preocupação presta atenção depoimento casa sobrinha andar repent senhora trist acident janeiro moto carro pessoa queda moto pessoa queda moto constant velocidad alta pista alta velocidad trecho residência intenso lombada quebra-mola velocidad volta representant distrito mão colega novidad ruim pista corrida tardinha sufoco abril começo abril alguém senhor movimentação ninguém ninguém situação jeito contato construtora coração contato responsável colocação seguint lombada longo pb-115 lombada preço pouquinho montada distrito detalh máquina asfalto
Calendários JPB - moradores do Jardim Veneza continuam com lama no meio da rua-3760383.wav,novembro data visita cabeça situação turbilhão problema mont pneu resto borracha carcaça preciso sedurb sucata esgoto lixo entulho binário mato semana esgoto sujeira problema solução água suja mania quebrada probleminha difícil volta promessa carinho rato barata horrível ano cheiro cheiro dia insuportável criança prazer frent casa condiçõ porta casa solução lembrá-lo manilha pressa água suja situação sequinho mato solo manilha jeito maneira parada água água semana órgão causa entramo contato
"Calendário JPB dessa terça-feira volta ao bairro do Valentina, em João Pessoa-4998394.wav",comunidad melhoria praça pedido simpl manutenção equipamento praça encontramo parquinho condiçõ melhorada claro criança pedido comunidad trave futebol trave novinha pedido barra futevôlei quadra areia barra verdad praça campeonato precisamo jogada barra futevôlei período mudança conta atraso atraso trave fase conclusão tabela vôlei prorrogação população conseguimo esforço conhecimento prazo restant materi tabela basquet suport vôlei certo esport quadra terra parquinho criança funcionamento conseguimo trave futebol barra futevôlei carimbo andamento segura firm andamento marca finalzinho segunda-feira praça partida empenho certo comunidad público objetivo ninguém
"Calendário JPB volta ao CEA, em Sousa-2742276.wav",abril situação policiai militar cidad estado estrutura centro semana alojamento polici perícia corpo bombeiro situação igual última equip abril segurança prédio espaço condiçõ estruturai par infiltraçõ rachadura locai elétrica risco saco plástico banheiro situação precária comandant conhecimento problema alojamento polici firma fundac caso serviço comunicação setor reforma estrutura risco aparelho pressa licitação problemática setor direção loja amento provisório ficassem saíss reforma hein resolvida situação militar plantão segurança resposta president fundação desenvolvimento projeto reforma casamento fase licitação data início término obra fato pessoa próprio processo licitatório demora começo data obra dezembro retorno sela centro educacion obra transferência
O Calendário JPB volta ao João Agripino-3751721.wav,sábado situação equip data resposta homen saída acesso br-230 sucesso caso solução obra ampliação capacidad pronto aprovação início janeiro aprovação condiçõ execução obra recurso mundo unir licitar obra início condiçõ semestr surpresa situação move projeto litro solução provisória dificuldad última visita junho resposta quarta-feira e-mail assessoria imprensa resposta construção acesso presença autoridad explicaçõ resposta prazo resposta montanha montanha porta senhora impressionant cidadão resposta superintendent prédio assessoria imprensa reunião denit projeto engenheiro branco responsável br-230 direto assunto projeto construção acesso solicitação sentido realidad apresentação projeto
Calendário JPB volta a Santa Rita-3143314.wav,volta pont reforma pont madeira promessa comunidad projeto pont concreto passagem veículo moto carro bicicleta aluno ancioso construção pont verdad resolução definitiva recuperação trabalho projeto parceria passagem pont melhor concreto fixa resto vida moto carro volta volta saída linha linha ruim remoto prefeito parceria tratamento mudança solução secretário planejamento mudança planejamento secretário atual planejamento última projeto construção passagem pergunto projeto verdad projeto espaço situação diferent espaço pont torno constatação prioridad competição prioridad população segurança população caso iluminação pública tapa-buraco situação important população situação conhecimento projeto consta peça orçamentária decisão
Calendário JPB volta ao bairro de Mandacaru em João Pessoa-4670232.wav,pont pequenininha estrutura superior tábua corrimão risco vida criança idoso situação pont rápido travessia enganei visita situação pont sensação jacaré buraco pisa volta tábua solta botão autoridad travessia dia travessia perigosa órgão conta risco vida ninguém foto foto ninguém criança mulher idoso prejuízo frent encontro setembro resposta pont licitação licitação ninguém obra licitação obra solicitação pequena difícil pont base concreto suport metal pont pessoa segurança chapa cimento placa cimento causa paliativa prefeito
No Calendário JPB a luta dos moradores do Jardim Veneza-3392097.wav,água misteriosa história positivo deveria vazamento cheia vida seguro sucata esgoto lixo entulho mato semana esgoto óleo sujeira prest carimbo água misteriosa última visita abril compromisso instant telefon água misteriosa município secretário compromisso prazo secretário jovem infraestrutura ligaçõ cena esgoto hora misteriosa entrei acionei levantamento vizinho esgotamento drenagem seinfra dreno cuidado estrutura carimbo acredito senhor junho data secretário novembro período eleitor interferência processo atividad novembro
Calendário JPB no bairro Funcionários 4-2448348.wav,resposta afin conta promotor rima ureia ajuda quadro imagen lixo esgoto situação gênia semana promotor ambient frent caso prazo promotoria audiência situação audiência prazo promotor data semana hora resposta mussuré compromisso novidad surpresa sofrimento ambient solução definitiva situação sofrimento solução data missão
Calendário JPB vai até o bairro do Planalto da Boa Esperança em João Pessoa-4995807.wav,planalto medo insegurança escuro lâmpada ajuda ele luta beleza breu drama leit post iluminação post linha transmissão iluminação condomínio residenci escuridão condiçõ precária iluminação assalto constant dificuldad mercê verdad parada defront frent portaria caso portão porteiro auxílio ônibu ninguém coragem ninguém post horário trabalho repent ônibu atraso população perigoso família família resident casa pessoa pessoa seinfra orientação posteamento iluminação seinfra prazo resposta resposta risco comunidad colégio venho ônibu hora noit opção ônibu escuridão casa
"Calendário JPB volta ao bairro Jaguaribe, em João Pessoa-2507791.wav",volta féria repórter diferent luta comunidad olhada luta féria lição pendência você história fluxo intenso carro horário movimento buzina motorista pedestr pedestr faixa perigo resultado inúmero acident previsão melhor notícia notícia telefon telefonema resposta seguint semana nota seguint executiva mobilidad urbana mole ordem serviço implantação redutor velocidad física escola frent risco acident salto nota obra próximo acho necessidad obra importância notícia esforço doent direito idoso passagem precisaria ajuda satisfeito
Calendário JPB volta ao Bairro da Torre para cobrar instalação de equipamentos em praça-3913899.wav,fevereiro luta equipamento visita limpeza rapidinho ginástica promessa equipamento situação ninguém promessa prova ginástica e-mail chefe gabinet secretaria esport registro preço compra equipamento empresa compra esperança fort embrulho verdad pessoa cidadõ cidadão educação física verdad saúd maneira verdad mão guardião documentação compra equipamento documento ginástica segura firm pronto dedinho secretário início conosco início prazo julho promessa janeiro meado julho correta mundo casa época fundament prazo secretário
Moradores do bairro Novo Horizonte pediram ajuda do Calendário JPB e resolveram problema-2524669.wav,qualidad vida dignidad hora almoço família insuportável cheiro ajuda história primeiro projeto setembro porta porta apelo pessoa cheiro esgoto aberto agent banho banho rede esgoto banheiro banho água todinha quarto idoso fedor sozinha hora hora casa banheiro feze população buraco jeito conversa feio calçamento passa carro moto pior época chuva lagoa mostramo imagen difícil hora água cabeça visita obra rua casa retorno esgoto casa pedra pedra dedinho realidad equip tentativa vida jeito reportagem boa notícia
Calendário JPB vai ao bairro Distrito dos Mecânicos pela quinta vez-4221741.wav,reivindicaçõ população calçamento cidad rua pavimentação distrito obra pedra cimento diferença vida pessoa calçamento sonho milhar família porta casa lama distrito alegria qualidad vida diferent vizinha rede esgoto calçamento quarteirão casa igual situação solução buraco mistura esgoto passagem transeunt pedestr velocidad carro criança risco doença buraco mundo pneu pneu direto vizinho limpeza mato calçamento início obra rede esgoto casamento solução resposta secretário obra projeto urbanização passagem canal região canal canal prolongamento canal canal paramentação drenagem canal resposta obra porta-voz secretário agosto
Calendário JPB retorna a Mangabeira-2887546.wav,prédio dia situação prédio secretaria educação município trator ninguém ninguém mundo limpeza sério programa bonito programa continu feliz limpeza sujeira carro lixo mata muro portão pessoa terreno terreno esconderijo lixo cavalo exigência trabalho representant lixo segunda-feira conosco parceria fiscal claro lixo cuidado pessoa casa fiscal ponta obrigação prédio diretor gestão curricular representant município situação crédito área crech padrõ terreno projeto diferent estudo viabilidad terreno vigilância sanitária produto químico repent crech criança solo você criança criterioso prédio
Calendário JPB vai até o bairro de Oitizeiro-3981555.wav,lixo coletor problema oitizeiro cabeça lixo expedient resto fruta resto verdura carn peix oitizeiro lixo comunidad e-mail pertinho podridão noit carro cole bota podridão supermercado osso resto carn podridão claro casa reclamação respeito coleta lixo coleta porta casa pessoa criança verdad doentinho causa lixo doent menina cheiro terrível situação pior menino data vida menino lixo lixo cuidado novinho podr ninguém providência jeito ment secretário gravidez ninguém cheiro pessoa anim casa domingo domingo podridão peix podr cheio forró canto veículo motorista velocidad moto criança secretário doença quanto última eleição
Calendário JPB volta ao bairro do Bessa-3956337.wav,semana retorno cruzamento redutor velocidad acident novembro carro pista ação incident equip semana equip técnico resposta comunidad satisfeito velocidad ônibu moto época resposta velocidad semana incrível resposta ninguém jeito reportagem anterior retorno velocidad moto resposta providência sentimento impotência retorno data semana população órgão público satisfação população solicitação comunidad comunidad ele imagina época terça-feira frent impossível resposta hora tragédia comunidad equip
Calendário JPB volta pela oitava vez às Escola Estadual Assis Chateaubriand-3892781.wav,escola obra ritmo lento quinta-feira pessoa sala aula pronta serviço acabamento elétrica reforma auditório comparação última novembro obra contingent pessoa parada dezembro volta pessoa jeito hora reportagem obra busca resposta telefon gerent obra atraso construtora aluno aluno féria interess notícia gerent obra reforma quadra projeto aditivo quadra verdad pronto ajuda aluno prazo letivo gerent prazo aditiva projeto burocrática licitação documentação reforma quadra pronto julho página julho aluno prazo esperamo saio pronto nome mãe aluno essa representant boa féria escola
Calendário JPB volta ao conjunto Esplanada-3098188.wav,solução rato barata casa segurança notícia compromisso resposta autoridad problemão carroceria lixo insegurança carimbo cadê carroceria processo surpresa primeirament secretário desenvolvimento equip criança vontad trabalho entulho prejuízo comunidad simpl carroceria carreta pessoa carroceria propriedad herdeiro trabalho verdad conhecimento ação conjunta contato retirada lixo carroceria foco mosquito dengu transtorno veículo fizemo ação conjunta providenciamo retirada carroceria carroceria disposição herdeiro verdadeiro proprietário pátio serviço comunidad feliz semana mundo feliz última casa caminhõ carreta transtorno resposta assunto propriedad particular equip capit autorização dono ordem judici retirada carroceria acaso ministério público ministério público
Calendário JPB volta ao bairro do Bessa com notícia boa-4109251.wav,carimbo mundo redutor velocidad cruzamento equip visita superintendência mobilidad urbana alta velocidad lombada física pedido comunidad história feliz trabalho carinha amarela legal pergunta reportagem vizinho imunidad começo content content jornalismo responsável recorremo segurança mundo televisão própria lombada reivindicaçõ verdad vária reconhecimento necessidad pedido comunidad reivindicação antiga tragédia mundo semblant tranquilo tragédia trânsito seguro motivo tranquilo velocidad preço verdad
"Calendário JPB cobra a construção de uma praça em Santa Rita, PB-3776142.wav",popular ajuda problema popular solto falha iluminação lixo fogo terreno secretário infraestrutura cidad época problema projeto projeto informaçõ própria comunidad rascunho compromisso orçamento expectativa guardamo empolgação execução trabalho projeto mudança comando cidad prefeito mandato vice carro última visita contato gestão promessa animadora pronta pronta banquinho impressão impressão estrutura mato lama lazer frent residência promessa pronta boca secretário promessa espera convicção obra pequena pronta
Calendário JPB vai a Desterro no Sertão da Paraíba-4114557.wav,assunto sertão distrito cidad desterro ginásio espaço atividad lazer reunião clube mãe situação distrito município desterro ginásio esport mato conta teto equip conversa moradora distrito reunião reunião festa tayra lazer melhor mundo senhor porta menino contato senhor secretário infraestrutura prometo ambient comunidad festa salão criança lanchar tudinho certinho joven exercício físico ambient joven casa vizinho barra descalço canto teto jeito ginásio esport melhor condiçõ casa contato secretário infraestrutura desterro projeto ginásio esport senhora projeto andamento
Confira o Calendário JPB dessa sexta-feira-4510882.wav,volta ginásio tambaí descoberta conclusão reforma junto hora arquibancada partida futebol atividad culturai mato prazo resposta obra história cheia mato calça famoso alguém ginásio situação ninguém planta chão mato jeito ginásio pronto quadra educação física escola quadra esport usamo atividad culturai ginásio acontecia maravilha mato repent obra animaram abandono resposta atraso meia hora certo limit resposta encosta firm carimbo dinheiro claro conhecimento situação mata materi construção recurso obra federai repass normai obra obra obra desperdício dinheiro dinheiro senhor verdad obra crime
"Calendário JPB retorna a Rua Cromárcio de Sousa no Cristo, em João Pessoa-2763140.wav",hora comunidad reivindicação ajuda reivindicação cromácio cromacio conquista comunidad impossível você direito jeito própria comunidad impacto chuva aterro claro solução definitiva secretaria infraestrutura pessoa clima comunidad difícil causa ajeitando ninguém bicicleta criança carro escolar carro lixo carro carro garagem frent barreira pedra água encheu casa perdi móvei situação verdad esgoto rede sanitária cano água cano esgoto situação pior seco água horrível pessoa ano água cano calçamento suficient água suja
Retrospectiva Calendário JPB - problema foi resolvido no trânsito de Jaguaribe-3040516.wav,problema retrospectiva satisfeito janeiro difícil instalação faixa trecho alta velocidad acident acident acident abril pedido física situação papel important tráfego jeito frent faixa velocidad fácil difícil carimbo dedinho veículo faixa segurança missão quadro prefeitura resolução
"Calendário JPB acompanha moradores da Torre, que esperam equipamentos da Praça Tiradentes-3459306.wav",promessa esportivo reforma torr detalh importantíssimo ginástica busca autoridad última previsão data prazo chegada amento ginástica espaço vazio jeito promessa ginástica prova exato âmbito comunidad dever gestão beijinho novembro desculpa frent promessa esportivo secretário-adjunto pasta secretaria licitação processo cotação preço trabalho semana prazo implantação equipamento espectador
